"CSIScontractID","Unmodifiedmultipleorsingleawardidc","LastSignedLastDateToOrder","LastUltimateCompletionDate","LastCurrentCompletionDate","SumOfnumberOfActions","SumofObligatedAmount","SumOfbaseandexercisedoptionsvalue","Sumofbaseandalloptionsvalue","StartFiscal_Year","maxoffiscal_year","IsIDV","idvpiid","piid","ContractLabelID","hyphenatedIDVpiid","CSISidvpiidID","IsPerformanceBasedLogistics","ContractingAgencyID","ContractingOfficeID","FundingAgencyID","FundingOfficeID","TypeOfContractPricing","systemequipmentcode","statutoryexceptiontofairopportunity","extentcompeted","IsCostBased","IsFixedPrice","IsIncentive","contractactiontype","ObligatedAmount","MinOfEffectiveDate","MaxOfEffectiveDate","ChangeOrderObligatedAmount","ChangeOrderBaseAndExercisedOptionsValue","ChangeOrderBaseAndAllOptionsValue","NewWorkObligatedAmount","NewWorkBaseAndExercisedOptionsValue","NewWorkBaseAndAllOptionsValue","SumOfUnmodifiedobligatedAmount","SumOfUnmodifiedbaseandexercisedoptionsvalue","SumOfUnmodifiedbaseandalloptionsvalue","IsClosed","IsModified","IsTerminated","SumOfisChangeOrder","MaxOfisChangeOrder","SumOfisNewWork","MaxOfisNewWork","UnmodifiedCurrentCompletionDate","UnmodifiedUltimateCompletionDate","UnmodifiedLastDateToOrder","MajorCommandID","simplearea","isAnyRnD1to5","obligatedAmountRnD1to5","firstSignedDateRnD1to5","UnmodifiedRnD1to5","Indefinite.Delivery.Contract","multipleorsingleawardidc","addmultipleorsingawardidc","AwardOrIDVcontractactiontype","UnmodifiedNumberOfOffersReceived","UnmodifiedIsFullAndOpen","UnmodifiedIsSomeCompetition","UnmodifiedIsOnlyOneSource","UnmodifiedIsFollowonToCompetedAction","Unmodifiedaddmultipleorsingawardidc","UnmodifiedAwardOrIDVcontractactiontype","NumberOfOffersReceived","IsFullAndOpen","IsSomeCompetition","ObligatedAmountIsSomeCompetition","IsOnlyOneSource","IsFollowonToCompetedAction","MultipleOrSingleAwardIDC","AddMultipleOrSingleAwardIDC","AwardOrIDVcontractActionType"
10125330,"MULTIPLE AWARD",NA,"10/1/2012","10/1/2012",9,5496949,5496949,5496949,2010,2012,1,"FA890308D8775","49",NA,NA,323790,NA,"5700","FA8903",NA,NA,"Y","ZOP","FAIR","A",NA,FALSE,NA,NA,5496949,"00:00.0","00:00.0",0,0,0,0,0,0,5496949,5496949,5496949,0,1,0,0,0,4,1,"00:00.0","00:00.0","","ORG-2825","Services",0,NA,NA,0,NA,"MULTIPLE AWARD",1,"Indefinite Delivery Contract",29,0,1,NA,NA,1,"Indefinite Delivery Contract","29","0","1","5496949.0000","NULL","NULL","MULTIPLE AWARD","1","Indefinite Delivery Contract"
24646046,"SINGLE AWARD",NA,"6/24/2012","6/24/2012",1,1010484.04,1010484.04,1010484.04,2012,2012,1,"W911S707D0002","246",NA,NA,285953,NA,"2100","W911S7",NA,NA,"J","0","","A",NA,TRUE,NA,NA,1010484.04,"00:00.0","00:00.0",0,0,0,0,0,0,1010484.04,1010484.04,1010484.04,0,0,0,0,0,0,0,"00:00.0","00:00.0","","ORG-2877","Services",0,NA,NA,0,NA,"SINGLE AWARD",1,"Indefinite Delivery Contract",1,1,1,NA,NA,1,"Indefinite Delivery Contract","1","1","1","1010484.0400","NULL","NULL","SINGLE AWARD","1","Indefinite Delivery Contract"
8545634,NA,NA,"7/15/2011","7/15/2011",2,12186400,12186400,12186400,2011,2011,0,"","W91B4M11C4018",NA,NA,23356,NA,"2100","W91B4M",NA,NA,"J","0","","A",NA,TRUE,NA,NA,12186400,"00:00.0","00:00.0",0,0,0,0,0,0,12186400,12186400,12186400,0,1,0,0,0,0,0,"00:00.0","00:00.0","","ORG-4774","Products",0,NA,NA,0,NA,NA,0,"Definitive Contract",NA,NA,NA,NA,NA,NA,NA,"1","1","1","12186400.0000","NULL","NULL","NULL","0","Definitive Contract"
19739827,"SINGLE AWARD",NA,"10/17/2007","10/17/2007",1,31586,31586,31586,2007,2007,1,"SP010004D0344","30",NA,NA,320608,NA,"97AS","SP0100",NA,NA,"J","0","","A",NA,TRUE,NA,NA,31586,"00:00.0","00:00.0",0,0,0,0,0,0,31586,31586,31586,0,0,0,0,0,0,0,"00:00.0","00:00.0","","ORG-2790","Products",0,NA,NA,0,NA,"SINGLE AWARD",1,"Indefinite Delivery Contract",1,1,1,NA,NA,1,"Indefinite Delivery Contract","1","1","1","31586.0000","NULL","NULL","SINGLE AWARD","1","Indefinite Delivery Contract"
18494713,"MULTIPLE AWARD",NA,"9/30/2008","9/30/2008",1,5378158.21,5378158.21,5378158.21,2008,2008,1,"HTC71107D0020","488",NA,NA,4774,NA,"9776","HTC711",NA,NA,"J","0","FAIR","A",NA,TRUE,NA,NA,5378158.21,"00:00.0","00:00.0",0,0,0,0,0,0,5378158.21,5378158.21,5378158.21,0,0,0,0,0,0,0,"00:00.0","00:00.0","","","Services",0,NA,NA,0,NA,"MULTIPLE AWARD",1,"Indefinite Delivery Contract",2,0,1,NA,NA,1,"Indefinite Delivery Contract","2","0","1","5378158.2100","NULL","NULL","MULTIPLE AWARD","1","Indefinite Delivery Contract"
21376415,"SINGLE AWARD",NA,"10/15/2009","10/15/2009",1,727650,727650,727650,2009,2009,1,"SPM20005D6552","P954",NA,NA,75225,NA,"97AS","SPM200",NA,NA,"J","0","","A",NA,TRUE,NA,NA,727650,"00:00.0","00:00.0",0,0,0,0,0,0,727650,727650,727650,0,0,0,0,0,0,0,"00:00.0","00:00.0","","ORG-2785","Products",0,NA,NA,0,NA,"SINGLE AWARD",1,"Indefinite Delivery Contract",3,1,1,NA,NA,1,"Indefinite Delivery Contract","3","1","1","727650.0000","NULL","NULL","SINGLE AWARD","1","Indefinite Delivery Contract"
2964249,NA,NA,"8/2/2010","9/29/2009",136,229363609,229363609,229363609,2008,2013,0,"","N0002408C4406",NA,NA,23356,NA,"1700","",NA,NA,"R","0","","A",NA,FALSE,NA,NA,229363609,"00:00.0","00:00.0",0,0,0,153071751,153071751,153071751,102958,102958,102958,0,1,0,0,0,69,1,"00:00.0","00:00.0","","ORG-2941","Services",0,NA,NA,0,NA,NA,0,"Definitive Contract",NA,NA,NA,NA,NA,NA,NA,"4","1","1","229363609.0000","NULL","NULL","NULL","0","Definitive Contract"
24529985,"SINGLE AWARD",NA,"2/28/2009","2/28/2009",3,8399672,8399672,8399672,2007,2008,1,"W52H0904D0153","10",NA,NA,70929,NA,"2100","W52H09",NA,NA,"J","0","","A",NA,TRUE,NA,NA,8399672,"00:00.0","00:00.0",0,0,0,0,0,0,8399672,8399672,8399672,0,1,0,2,1,0,0,"00:00.0","00:00.0","","ORG-2877","Products",0,NA,NA,0,NA,"SINGLE AWARD",1,"Indefinite Delivery Contract",1,1,1,NA,NA,1,"Indefinite Delivery Contract","1","1","1","8399672.0000","NULL","NULL","SINGLE AWARD","1","Indefinite Delivery Contract"
10091311,"SINGLE AWARD",NA,"12/31/2009","12/31/2009",11,29730071,31301801,32505375,2008,2011,1,"FA861408D2080","3",NA,NA,138807,NA,"","",NA,NA,"U","200","","C",NA,FALSE,NA,NA,29730071,"00:00.0","00:00.0",0,0,0,10889866,7952774,7952774,8062568,24552601,24552601,0,1,0,0,0,4,1,"00:00.0","00:00.0","","ORG-2825","R&D",1,29730071,"00:00.0",1,NA,"SINGLE AWARD",1,"Indefinite Delivery Contract",1,0,0,1,NA,1,"Indefinite Delivery Contract","1","0","0","NULL","1","NULL","SINGLE AWARD","1","Indefinite Delivery Contract"
25460895,NA,NA,"8/29/2013","8/29/2013",1,360974.3438,360974.3438,360974.3438,2013,2013,0,"","SPRAL113C0026",NA,NA,23356,NA,"97AS","SPRAL1",NA,NA,"J","0","","F",NA,TRUE,NA,NA,360974.3438,"00:00.0","00:00.0",0,0,0,0,0,0,360974.3438,360974.3438,360974.3438,0,0,0,0,0,0,0,"00:00.0","00:00.0","","ORG-2783","Products",0,NA,NA,0,NA,NA,0,"Definitive Contract",NA,NA,NA,NA,NA,NA,NA,"1","0","1","360974.3438","NULL","NULL","NULL","0","Definitive Contract"
22659576,"SINGLE AWARD",NA,"2/26/2008","2/26/2008",1,978027,978027,978027,2008,2008,1,"SPM7LX07D7011","4",NA,NA,48033,NA,"97AS","SPM7L1",NA,NA,"J","0","","A",NA,TRUE,NA,NA,978027,"00:00.0","00:00.0",0,0,0,0,0,0,978027,978027,978027,0,0,0,0,0,0,0,"00:00.0","00:00.0","","ORG-2783","Products",0,NA,NA,0,NA,"SINGLE AWARD",1,"Indefinite Delivery Contract",1,1,1,NA,NA,1,"Indefinite Delivery Contract","1","1","1","978027.0000","NULL","NULL","SINGLE AWARD","1","Indefinite Delivery Contract"
10040972,"SINGLE AWARD",NA,"10/1/2011","10/1/2011",30,308544,308544,308544,2012,2012,1,"FA711511D9002","UQ12",NA,NA,324191,NA,"5700","FA5570",NA,NA,"J","0","","A",NA,TRUE,NA,NA,308544,"00:00.0","00:00.0",0,0,0,0,0,0,308544,308544,308544,0,0,0,0,0,0,0,"00:00.0","00:00.0","","ORG-2837","Products",0,NA,NA,0,NA,"SINGLE AWARD",1,"Indefinite Delivery Contract",3,1,1,NA,NA,1,"Indefinite Delivery Contract","3","1","1","308544.0000","NULL","NULL","SINGLE AWARD","1","Indefinite Delivery Contract"
9133324,"MULTIPLE AWARD",NA,"1/31/2011","1/31/2011",26,171761740.7,171761740.7,171761740.7,2007,2013,1,"DAAB0703DB013","100",NA,NA,204319,NA,"","",NA,NA,"Y","0","FAIR","A",NA,FALSE,NA,NA,171761740.7,"00:00.0","00:00.0",28804385.91,28804385.91,28804385.91,-9550781.188,-9550781.188,-9550781.188,50048506,50048506,50048506,0,1,0,9,1,5,1,"00:00.0","00:00.0","","ORG-2877","Services",0,NA,NA,0,NA,"MULTIPLE AWARD",1,"Indefinite Delivery Contract",NA,0,1,NA,NA,1,"Indefinite Delivery Contract","NULL","0","1","169408051.7225","NULL","NULL","MULTIPLE AWARD","NULL","NULL"
20644152,"SINGLE AWARD",NA,"9/21/2010","9/21/2010",1,697826,697826,697826,2010,2010,1,"SPM20003D1666","V423",NA,NA,112792,NA,"97AS","SPM200",NA,NA,"J","0","","A",NA,TRUE,NA,NA,697826,"00:00.0","00:00.0",0,0,0,0,0,0,697826,697826,697826,0,0,0,0,0,0,0,"00:00.0","00:00.0","","ORG-2785","Products",0,NA,NA,0,NA,"SINGLE AWARD",1,"Indefinite Delivery Contract",2,1,1,NA,NA,1,"Indefinite Delivery Contract","2","1","1","697826.0000","NULL","NULL","SINGLE AWARD","1","Indefinite Delivery Contract"
22254503,"SINGLE AWARD",NA,"4/9/2009","4/9/2009",1,668254,668254,668254,2009,2009,1,"SPM4L107D3010","15",NA,NA,52038,NA,"97AS","SPM4L1",NA,NA,"J","0","","A",NA,TRUE,NA,NA,668254,"00:00.0","00:00.0",0,0,0,0,0,0,668254,668254,668254,0,0,0,0,0,0,0,"00:00.0","00:00.0","","ORG-2783","Products",0,NA,NA,0,NA,"SINGLE AWARD",1,"Indefinite Delivery Contract",2,1,1,NA,NA,1,"Indefinite Delivery Contract","2","1","1","668254.0000","NULL","NULL","SINGLE AWARD","1","Indefinite Delivery Contract"
10123821,"MULTIPLE AWARD",NA,"9/26/2012","9/26/2012",10,61749436,61749436,61749436,2010,2012,1,"FA890306D8505","23",NA,NA,238974,NA,"5700","FA8903",NA,NA,"J","0","FAIR","D",NA,TRUE,NA,NA,61749436,"00:00.0","00:00.0",0,0,0,32149117,4850294,4850294,29600319,56899142,56899142,0,1,0,0,0,5,1,"00:00.0","00:00.0","","ORG-2825","Services",0,NA,NA,0,NA,"MULTIPLE AWARD",1,"Indefinite Delivery Contract",4,0,1,NA,NA,1,"Indefinite Delivery Contract","4","0","1","61749436.0000","NULL","NULL","MULTIPLE AWARD","1","Indefinite Delivery Contract"
1416152,NA,NA,"3/30/2012","3/30/2012",32,68544165.2,68544165.2,68544165.2,2007,2013,0,"","FA862007C4011",NA,NA,23356,NA,"","",NA,NA,"","0","","D",NA,NA,NA,NA,68544165.2,"00:00.0","00:00.0",0,0,0,38829856.2,38829856.2,38829856.2,28227101,28227101,28227101,0,1,0,0,0,20,1,"00:00.0","00:00.0","","ORG-2825","Products",0,NA,NA,0,NA,NA,0,"Definitive Contract",NA,NA,NA,NA,NA,NA,NA,"1","0","1","68544165.2000","0","0","NULL","0","Definitive Contract"
18683458,"SINGLE AWARD",NA,"3/30/2012","2/29/2012",8,1361359,1361359,1361359,2011,2013,1,"N0002405D4204","229",NA,NA,234777,NA,"1700","N00024",NA,NA,"R","0","","D",NA,FALSE,NA,NA,1361359,"00:00.0","00:00.0",0,0,0,0,0,0,1281359,1281359,1281359,0,1,0,0,0,0,0,"00:00.0","00:00.0","","ORG-2941","Services",0,NA,NA,0,NA,"SINGLE AWARD",1,"Indefinite Delivery Contract",1,0,1,NA,NA,1,"Indefinite Delivery Contract","1","0","1","220312.0000","NULL","NULL","SINGLE AWARD","NULL","NULL"
18907585,"SINGLE AWARD",NA,"12/31/2011","12/31/2011",8,8280646.83,16060800,16060800,2008,2012,1,"N0038303G001B","270",NA,NA,296973,NA,"","",NA,NA,"J","0","","C",NA,TRUE,NA,NA,8280646.83,"00:00.0","00:00.0",0,0,0,0,0,0,1.9e+07,1.9e+07,1.9e+07,0,1,0,0,0,0,0,"00:00.0","00:00.0","","ORG-2937","Products",0,NA,NA,0,NA,"SINGLE AWARD",1,"Indefinite Delivery Contract",1,0,0,0,0,1,"Indefinite Delivery Contract","1","0","0","NULL","0","0","SINGLE AWARD","1","Indefinite Delivery Contract"
9436138,"MULTIPLE AWARD",NA,"12/31/2009","12/31/2009",11,35293411.37,35321410.71,35321410.71,2009,2010,1,"DCA20001D5003","2U06",NA,NA,291092,NA,"97ZS","H92222",NA,NA,"J","0","FAIR","D",NA,TRUE,NA,NA,35293411.37,"00:00.0","00:00.0",37845.67,37845.67,37845.67,7250421.19,6025814.31,6025814.31,28005144.51,29257750.73,29257750.73,0,1,0,1,1,7,1,"00:00.0","00:00.0","","","Services",0,NA,NA,0,NA,"MULTIPLE AWARD",1,"Indefinite Delivery Contract",NA,0,1,NA,NA,1,"Indefinite Delivery Contract","NULL","0","1","35293411.3700","NULL","NULL","MULTIPLE AWARD","1","Indefinite Delivery Contract"
24541751,"SINGLE AWARD",NA,"5/24/2013","5/24/2013",11,13566626.39,13566626.39,13566626.39,2011,2013,1,"W52P1J10D0011","0K01",NA,NA,185241,NA,"2100","W560MY",NA,NA,"J","0","","A",NA,TRUE,NA,NA,13566626.39,"00:00.0","00:00.0",4098899.77,4098899.77,4098899.77,9284903.2,9284903.2,9284903.2,2250000,2250000,2250000,0,1,0,2,1,2,1,"00:00.0","00:00.0","","ORG-2877","Services",0,NA,NA,0,NA,"SINGLE AWARD",1,"Indefinite Delivery Contract",4,1,1,NA,NA,1,"Indefinite Delivery Contract","4","1","1","13566626.3900","NULL","NULL","SINGLE AWARD","1","Indefinite Delivery Contract"
24812762,"SINGLE AWARD",NA,"9/30/2010","9/30/2010",1,183241.23,183241.23,183241.23,2009,2009,1,"W912GB09D0029","64",NA,NA,152205,NA,"2100","W912GB",NA,NA,"J","0","","A",NA,TRUE,NA,NA,183241.23,"00:00.0","00:00.0",0,0,0,0,0,0,183241.23,183241.23,183241.23,0,0,0,0,0,0,0,"00:00.0","00:00.0","","ORG-2872","Services",0,NA,NA,0,NA,"SINGLE AWARD",1,"Indefinite Delivery Contract",4,1,1,NA,NA,1,"Indefinite Delivery Contract","4","1","1","183241.2300","NULL","NULL","SINGLE AWARD","1","Indefinite Delivery Contract"
22752273,"SINGLE AWARD",NA,"9/30/2011","9/30/2011",3052,61448262.08,61448262.08,61448262.08,2011,2011,1,"SPM8EJ09D0020","CK01",NA,NA,141416,NA,"97AS","SPM8EJ",NA,NA,"J","0","","D",NA,TRUE,NA,NA,61448262.08,"00:00.0","00:00.0",0,0,0,0,0,0,61448262.08,61448262.08,61448262.08,0,0,0,0,0,0,0,"00:00.0","00:00.0","","ORG-2781","Products",0,NA,NA,0,NA,"SINGLE AWARD",1,"Indefinite Delivery Contract",14,0,1,NA,NA,1,"Indefinite Delivery Contract","14","0","1","61448262.0800","NULL","NULL","SINGLE AWARD","1","Indefinite Delivery Contract"
8489861,NA,NA,"11/29/2012","11/29/2012",10,13737314,13737314,13737314,2011,2013,0,"","W912QR11C0024",NA,NA,23356,NA,"2100","W912QR",NA,NA,"J","0","","D",NA,TRUE,NA,NA,13737314,"00:00.0","00:00.0",155362,155362,155362,430952,430952,430952,13151000,13151000,13151000,0,1,0,2,1,6,1,"00:00.0","00:00.0","","ORG-2872","Services",0,NA,NA,0,NA,NA,0,"Definitive Contract",NA,NA,NA,NA,NA,NA,NA,"5","0","1","13737314.0000","NULL","NULL","NULL","0","Definitive Contract"
5270680,NA,NA,"10/8/2010","10/8/2010",4,13530374.88,13530374.88,13530374.88,2009,2010,0,"","SPRDL109C0132",NA,NA,23356,NA,"97AS","SPRDL1",NA,NA,"J","0","","C",NA,TRUE,NA,NA,13530374.88,"00:00.0","00:00.0",0,0,0,3875215.95,3875215.95,-6082177.5,9765873.93,9765873.93,19723267.38,0,1,0,0,0,1,1,"00:00.0","00:00.0","","ORG-2783","Products",0,NA,NA,0,NA,NA,0,"Definitive Contract",NA,NA,NA,NA,NA,NA,NA,"1","0","0","NULL","1","0","NULL","0","Definitive Contract"
9848232,"SINGLE AWARD",NA,"9/30/2013","9/30/2013",8,3803415,9043790,9043790,2007,2013,1,"F0960403D0007","4003",NA,NA,281503,NA,"5700","FA8527",NA,NA,"","0","","C",NA,FALSE,NA,NA,3803415,"00:00.0","00:00.0",0,0,0,1449344,1449344,1449344,1759625,7e+06,7e+06,1,1,0,0,0,4,1,"00:00.0","00:00.0","","ORG-2825","Products",0,NA,NA,0,NA,"SINGLE AWARD",1,"Indefinite Delivery Contract",1,0,0,0,0,1,"Indefinite Delivery Contract","1","0","0","NULL","0","0","SINGLE AWARD","1","Indefinite Delivery Contract"
18630659,"SINGLE AWARD",NA,"3/5/2012","3/5/2012",45,65483538.03,65483538.03,65483538.03,2009,2013,1,"M6785407D5031","13",NA,NA,106142,NA,"1700","M67854",NA,NA,"","0","","A",NA,TRUE,NA,NA,65483538.03,"00:00.0","00:00.0",-2142637.68,-2142637.68,-2142637.68,67960209.02,67960209.02,67960209.02,2970234,2970234,2970234,0,1,0,1,1,35,1,"00:00.0","00:00.0","","ORG-2943","Products",0,NA,NA,0,NA,"SINGLE AWARD",1,"Indefinite Delivery Contract",10,1,1,NA,NA,1,"Indefinite Delivery Contract","10","1","1","65483538.0300","NULL","NULL","SINGLE AWARD","1","Indefinite Delivery Contract"
24596904,"SINGLE AWARD",NA,"3/26/2011","3/26/2011",50,259394051.3,259444151.3,259444151.3,2009,2013,1,"W900KK07D0001","117",NA,NA,52066,NA,"2100","W900KK",NA,NA,"","0","","A",NA,FALSE,NA,NA,259394051.3,"00:00.0","00:00.0",702738.58,704027,704027,87791064.39,94686400.97,94686400.97,37209641,37209641,37209641,1,1,0,5,1,29,1,"00:00.0","00:00.0","","ORG-3960","Services",0,NA,NA,0,NA,"SINGLE AWARD",1,"Indefinite Delivery Contract",2,1,1,NA,NA,1,"Indefinite Delivery Contract","2","1","1","241854216.9537","NULL","NULL","SINGLE AWARD","NULL","NULL"
9320590,"SINGLE AWARD",NA,"12/11/2011","12/11/2011",6,43665925.43,43665925.43,43665925.43,2009,2010,1,"DACW3303D0006","8",NA,NA,224801,NA,"2100","W912WJ",NA,NA,"V","ZSE","","A",NA,FALSE,NA,NA,43665925.43,"00:00.0","00:00.0",6976633.81,6976633.81,6976633.81,9500396.83,9500396.83,9500396.83,27188894.79,27188894.79,27188894.79,0,1,0,1,1,4,1,"00:00.0","00:00.0","","ORG-2872","Services",0,NA,NA,0,NA,"SINGLE AWARD",1,"Indefinite Delivery Contract",3,1,1,NA,NA,1,"Indefinite Delivery Contract","3","1","1","43665925.4300","NULL","NULL","SINGLE AWARD","1","Indefinite Delivery Contract"
18226292,"SINGLE AWARD",NA,"12/31/2012","12/31/2008",1079,1789764.14,1789764.14,1789764.14,2009,2009,1,"HDEC0107G3584","9012",NA,NA,262376,NA,"97AZ","HDEC01",NA,NA,"J","0","","B",NA,TRUE,NA,NA,1789764.14,"00:00.0","00:00.0",0,0,0,0,0,0,1789764.14,1789764.14,1789764.14,0,0,0,0,0,0,0,"00:00.0","00:00.0","","","Products",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18185596,"SINGLE AWARD",NA,"12/8/2011","9/30/2011",3,29300080.65,29300080.65,29300080.65,2010,2012,1,"HC101307D2003","6",NA,NA,74918,NA,"97AK","HC1028",NA,NA,"J","0","","A",NA,TRUE,NA,NA,29300080.65,"00:00.0","00:00.0",0,0,0,-1404139.03,-1404139.03,-1404139.03,30704219.68,30704219.68,30704219.68,0,1,0,0,0,1,1,"00:00.0","00:00.0","","","Services",0,NA,NA,0,NA,"SINGLE AWARD",1,"Indefinite Delivery Contract",3,1,1,NA,NA,1,"Indefinite Delivery Contract","3","1","1","29300080.6500","NULL","NULL","SINGLE AWARD","1","Indefinite Delivery Contract"
24750818,"SINGLE AWARD",NA,"8/31/2011","8/31/2011",3,912658,912658,912658,2009,2011,1,"W912BV08D2037","4",NA,NA,362986,NA,"2100","W912BV",NA,NA,"J","ZOP","","B",NA,TRUE,NA,NA,912658,"00:00.0","00:00.0",0,0,0,0,0,0,912658,912658,912658,0,1,0,1,1,0,0,"00:00.0","00:00.0","","ORG-2872","Services",0,NA,NA,0,NA,"SINGLE AWARD",1,"Indefinite Delivery Contract",1,0,0,0,0,1,"Indefinite Delivery Contract","1","0","0","NULL","0","0","SINGLE AWARD","1","Indefinite Delivery Contract"
24506204,"SINGLE AWARD",NA,"9/30/2014","9/30/2014",13,326060589.1,326060589.1,326060589.1,2012,2013,1,"W15P7T10DC007","27",NA,NA,411546,NA,"2100","W15P7T",NA,NA,"J","296","","C",NA,TRUE,NA,NA,326060589.1,"00:00.0","00:00.0",0,0,0,143979291.1,143979291.1,143979291.1,182054298,182054298,182054298,1,1,1,0,0,10,1,"00:00.0","00:00.0","","ORG-2877","Products",0,NA,NA,0,NA,"SINGLE AWARD",1,"Indefinite Delivery Contract",1,0,0,0,0,1,"Indefinite Delivery Contract","1","0","0","NULL","0","0","SINGLE AWARD","NULL","NULL"
24593572,"SINGLE AWARD",NA,"5/31/2011","5/31/2011",13,13308504.54,13308504.54,13308504.54,2009,2012,1,"W81XWH05D0008","17",NA,NA,87117,NA,"2100","W81XWH",NA,NA,"","0","","A",NA,TRUE,NA,NA,13308504.54,"00:00.0","00:00.0",5060918.57,5256918.56,5256918.56,1195497.7,850497.7,850497.7,4748913.4,7272413.4,7272413.4,1,1,0,2,1,2,1,"00:00.0","00:00.0","","ORG-2882","Services",0,NA,NA,0,NA,"SINGLE AWARD",1,"Indefinite Delivery Contract",3,1,1,NA,NA,1,"Indefinite Delivery Contract","3","1","1","13308504.5400","NULL","NULL","SINGLE AWARD","1","Indefinite Delivery Contract"
14468886,"MULTIPLE AWARD",NA,"4/30/2008","4/30/2008",1,7553538,7553538,7553538,2007,2007,1,"GS07F9474G","W91CRB07F0065",NA,NA,142176,NA,"2100","W91CRB",NA,NA,"J","0","","A",NA,TRUE,NA,NA,7553538,"00:00.0","00:00.0",0,0,0,0,0,0,7553538,7553538,7553538,0,0,0,0,0,0,0,"00:00.0","00:00.0","","ORG-2877","Products",0,NA,NA,0,NA,"MULTIPLE AWARD",0,"Federal Supply Schedule",1,0,1,NA,NA,0,"Federal Supply Schedule","1","0","1","7553538.0000","NULL","NULL","MULTIPLE AWARD","0","Federal Supply Schedule"
3383020,NA,NA,"7/26/2008","7/26/2008",3,3923186,3938857,3938857,2007,2008,0,"","N4008507C1400",NA,NA,23356,NA,"1700","N40085",NA,NA,"J","0","","B",NA,TRUE,NA,NA,3923186,"00:00.0","00:00.0",0,15671,15671,0,0,0,3923186,3923186,3923186,0,1,0,1,1,1,1,"00:00.0","00:00.0","","ORG-2940","Services",0,NA,NA,0,NA,NA,0,"Definitive Contract",NA,NA,NA,NA,NA,NA,NA,"1","0","0","NULL","0","0","NULL","0","Definitive Contract"
24501515,"SINGLE AWARD",NA,"9/30/2008","9/30/2008",4,1206069,1206069,1206069,2008,2010,1,"W15P7T06DC002","2EGD",NA,NA,405747,NA,"2100","W9124D",NA,NA,"","0","","A",NA,TRUE,NA,NA,1206069,"00:00.0","00:00.0",0,0,0,729950,729950,729950,476119,476119,476119,0,1,0,0,0,3,1,"00:00.0","00:00.0","","","Services",0,NA,NA,0,NA,"SINGLE AWARD",1,"Indefinite Delivery Contract",9,1,1,NA,NA,1,"Indefinite Delivery Contract","9","1","1","1206069.0000","NULL","NULL","SINGLE AWARD","1","Indefinite Delivery Contract"
18221044,"SINGLE AWARD",NA,"6/30/2009","6/30/2009",220,132731.22,132731.22,132731.22,2009,2009,1,"HDEC0106G6506","9006",NA,NA,41324,NA,"97AZ","HDEC01",NA,NA,"J","0","","B",NA,TRUE,NA,NA,132731.22,"00:00.0","00:00.0",0,0,0,0,0,0,132731.22,132731.22,132731.22,0,0,0,0,0,0,0,"00:00.0","00:00.0","","","Products",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18947313,"SINGLE AWARD",NA,"9/14/2012","9/14/2012",1,1038180,1038180,1038180,2012,2012,1,"N0038311G003H","7033",NA,NA,159364,NA,"1700","N00383",NA,NA,"J","0","","C",NA,TRUE,NA,NA,1038180,"00:00.0","00:00.0",0,0,0,0,0,0,1038180,1038180,1038180,0,0,0,0,0,0,0,"00:00.0","00:00.0","","ORG-2937","Products",0,NA,NA,0,NA,"SINGLE AWARD",0,"Basic Ordering Agreement",1,0,0,1,0,0,"Basic Ordering Agreement","1","0","0","NULL","1","0","SINGLE AWARD","0","Basic Ordering Agreement"
10091798,"SINGLE AWARD",NA,"6/27/2011","6/27/2011",11,29751615,29751615,29751615,2008,2011,1,"FA862006G4002","814",NA,NA,372875,NA,"5700","FA8620",NA,NA,"","0","","C",NA,NA,NA,NA,29751615,"00:00.0","00:00.0",0,0,0,0,0,0,21090515,21090515,21090515,0,1,0,0,0,3,1,"00:00.0","00:00.0","","ORG-2825","Products",0,NA,NA,0,NA,"SINGLE AWARD",1,"Indefinite Delivery Contract",1,0,0,1,0,1,"Indefinite Delivery Contract","1","0","0","NULL","1","0","SINGLE AWARD","1","Indefinite Delivery Contract"
17601944,"MULTIPLE AWARD",NA,"10/18/2010","10/18/2010",1,23058.59,23058.59,23058.59,2010,2010,1,"GS35F0140T","N0003810FH021",NA,NA,32500,NA,"1700","N00038",NA,NA,"J","0","FAIR","A",NA,TRUE,NA,NA,23058.59,"00:00.0","00:00.0",0,0,0,0,0,0,23058.59,23058.59,23058.59,0,0,0,0,0,0,0,"00:00.0","00:00.0","","ORG-2937","Products",0,NA,NA,0,NA,"MULTIPLE AWARD",0,"Federal Supply Schedule",1,0,1,NA,NA,0,"Federal Supply Schedule","1","0","1","23058.5900","NULL","NULL","MULTIPLE AWARD","0","Federal Supply Schedule"
