"CSIScontractID","LastSignedLastDateToOrder","LastUltimateCompletionDate","LastCurrentCompletionDate","SumOfnumberOfActions","SumofObligatedAmount","SumOfbaseandexercisedoptionsvalue","Sumofbaseandalloptionsvalue","StartFiscal_Year","maxoffiscal_year","IsIDV","idvpiid","piid","ContractLabelID","hyphenatedIDVpiid","CSISidvpiidID","IsPerformanceBasedLogistics","ContractingAgencyID","ContractingOfficeID","FundingAgencyID","FundingOfficeID","TypeOfContractPricing","systemequipmentcode","statutoryexceptiontofairopportunity","extentcompeted","IsCostBased","IsFixedPrice","IsIncentive","contractactiontype","ObligatedAmount","MinOfEffectiveDate","MaxOfEffectiveDate","ChangeOrderObligatedAmount","ChangeOrderBaseAndExercisedOptionsValue","ChangeOrderBaseAndAllOptionsValue","NewWorkObligatedAmount","NewWorkBaseAndExercisedOptionsValue","NewWorkBaseAndAllOptionsValue","SumOfUnmodifiedobligatedAmount","SumOfUnmodifiedbaseandexercisedoptionsvalue","SumOfUnmodifiedbaseandalloptionsvalue","UnmodifiedNumberOfOffersReceived","IsClosed","IsModified","IsTerminated","SumOfisChangeOrder","MaxOfisChangeOrder","SumOfisNewWork","MaxOfisNewWork","IsFullAndOpen","IsSomeCompetition","IsOnlyOneSource","IsFollowonToCompetedAction","numberofoffersreceived","multipleorsingleawardidc","AwardOrIDVcontractactiontype","UnmodifiedCurrentCompletionDate","UnmodifiedUltimateCompletionDate","UnmodifiedLastDateToOrder","MajorCommandID","simplearea"
3983205,NA,NA,"2005-04-23",2,8888268,0,0,2004,2005,0,"","SP010004C0470",NA,NA,23356,"","97AS","",NA,NA,"J","000","","D",NA,"True",NA,NA,8888268,"2004-06-03 00:00:00.0000000","2004-12-08 00:00:00.0000000",0,0,0,0,0,0,8803466,0,0,NA,0,1,0,0,0,0,0,0,1,0,0,7,NA,"Definitive Contract","2005-04-23 00:00:00.0000000","","","ORG-2790","Products"
19253609,NA,"2008-09-30","2008-09-30",2,298928,298928,298928,2007,2008,1,"N6274207D1886","0004",NA,NA,15552,"","1700","N62742",NA,NA,"J","ZOP","","A",NA,"True",NA,NA,298928,"2007-09-24 00:00:00.0000000","2008-02-27 00:00:00.0000000",0,0,0,0,0,0,298928,298928,298928,NA,0,1,0,1,1,0,0,1,1,NA,NA,5,"SINGLE AWARD","Indefinite Delivery Contract","2008-09-30 00:00:00.0000000","2008-09-30 00:00:00.0000000","","ORG-2940","Services"
20880935,NA,"2006-12-04","2006-12-04",1,16361,16361,16361,2007,2007,1,"SPM20005D2003","ZJ09",NA,NA,252059,"","97AS","SP0200",NA,NA,"J","000","","A",NA,"True",NA,NA,16361,"2006-12-02 00:00:00.0000000","2006-12-02 00:00:00.0000000",0,0,0,0,0,0,16361,16361,16361,5,0,0,0,0,0,0,0,1,1,NA,NA,5,"SINGLE AWARD","Indefinite Delivery Contract","2006-12-04 00:00:00.0000000","2006-12-04 00:00:00.0000000","","ORG-2785","Products"
19080531,NA,"2012-04-22","2012-04-22",8,3054968.7187,3054968.7187,3054968.7187,2010,2013,1,"N6133903D5007","0005",NA,NA,215060,"","1700","",NA,NA,"Y","000","FAIR","A",NA,"False",NA,NA,3054968.7187,"2010-09-23 00:00:00.0000000","2012-10-11 00:00:00.0000000",0,0,0,2e+05,2e+05,2e+05,2300000,2300000,2300000,NA,0,1,0,0,0,2,1,0,1,NA,NA,1,"MULTIPLE AWARD","Indefinite Delivery Contract","2011-12-23 00:00:00.0000000","2011-12-23 00:00:00.0000000","","ORG-2936","Products"
18678574,NA,NA,"2003-09-30",5,1263000,0,0,2002,2002,1,"N0002401D7010","2",NA,NA,192828,"","1700","BZ005",NA,NA,"U","","FAIR","A",NA,"False",NA,NA,1263000,"2001-10-03 00:00:00.0000000","2002-03-28 00:00:00.0000000",0,0,0,666000,0,0,2e+05,0,0,NA,0,1,0,0,0,3,1,0,1,NA,NA,21,"MULTIPLE AWARD","Indefinite Delivery Contract","2002-09-30 00:00:00.0000000","","","ORG-2941","Services"
1291741,NA,NA,"2005-07-21",1,5285,0,0,2005,2005,0,"","FA480305M0004",NA,NA,23356,"","5700","FA4803",NA,NA,"J","000","","D",NA,"True",NA,NA,5285,"2005-07-14 00:00:00.0000000","2005-07-14 00:00:00.0000000",0,0,0,0,0,0,5285,0,0,3,0,0,0,0,0,0,0,0,1,NA,NA,3,NA,"Purchase Order","2005-07-21 00:00:00.0000000","","","ORG-2835","Products"
8439808,NA,"2007-11-16","2007-11-16",35,8851990.92,0,0,2006,2008,0,"","W912P806C0023",NA,NA,23356,"","2100","W912P8",NA,NA,"J","","","D",NA,"True",NA,NA,8851990.92,"2005-11-01 00:00:00.0000000","2008-01-15 00:00:00.0000000",4515160.92,0,0,0,0,0,6897588,0,0,NA,1,1,0,25,1,0,0,0,1,NA,NA,1,NA,"Definitive Contract","2006-03-15 00:00:00.0000000","","","ORG-2872","Services"
18974602,NA,"2010-09-30","2010-09-30",4,13983357.58,13983357.58,13983357.58,2009,2010,1,"N0042107D0024","0025",NA,NA,420021,"","1700","N00421",NA,NA,"","000","","A",NA,"False",NA,NA,13983357.58,"2009-10-01 00:00:00.0000000","2010-03-29 00:00:00.0000000",0,0,0,0,0,0,0,14076699.88,14076699.88,NA,0,1,0,0,0,0,0,1,1,NA,NA,5,"SINGLE AWARD","Indefinite Delivery Contract","2010-09-30 00:00:00.0000000","2010-09-30 00:00:00.0000000","","ORG-2936","Services"
2958497,NA,"2013-09-30","2013-09-30",4,91928,91928,91928,2012,2013,0,"","N0001412M0455",NA,NA,23356,"","1700","N00014",NA,NA,"J","000","","A",NA,"True",NA,NA,91928,"2012-09-28 00:00:00.0000000","2013-06-27 00:00:00.0000000",0,0,0,0,0,0,91928,91928,91928,NA,0,1,0,0,0,0,0,1,1,NA,NA,999,NA,"Purchase Order","2013-03-31 00:00:00.0000000","2013-03-31 00:00:00.0000000","","ORG-2945","R&D"
22197940,NA,"2013-07-15","2013-07-15",2,884268,884268,884268,2011,2011,1,"SPM4A508G0002","0140",NA,NA,76660,"","97AS","SPM4A5",NA,NA,"J","000","","A",NA,"True",NA,NA,884268,"2011-04-27 00:00:00.0000000","2011-04-27 00:00:00.0000000",0,0,0,0,0,0,884268,884268,884268,NA,0,1,0,0,0,0,0,1,1,NA,NA,1,"SINGLE AWARD","Indefinite Delivery Contract","2013-07-15 00:00:00.0000000","2013-07-15 00:00:00.0000000","","ORG-2787","Products"
19261621,NA,NA,"2004-09-30",2,17253582,0,0,2003,2003,1,"N6274299D2114","2857",NA,NA,439298,"","1700","C2742",NA,NA,"L","2000","","A",NA,"True",NA,NA,17253582,"2002-11-26 00:00:00.0000000","2002-11-26 00:00:00.0000000",0,0,0,17253582,0,0,0,0,0,NA,0,1,0,0,0,1,1,1,1,NA,NA,5,"SINGLE AWARD","Indefinite Delivery Contract","2004-09-30 00:00:00.0000000","","","ORG-2940","Services"
24579975,NA,"2011-06-30","2011-06-30",3,1705240,1705240,1705240,2009,2011,1,"W58RGZ09D0211","0001",NA,NA,56074,"","2100","W58RGZ",NA,NA,"J","156","","A",NA,"True",NA,NA,1705240,"2009-09-29 00:00:00.0000000","2010-12-15 00:00:00.0000000",0,0,0,0,0,0,1705240,1705240,1705240,NA,0,1,0,0,0,1,1,1,1,NA,NA,2,"SINGLE AWARD","Indefinite Delivery Contract","2010-07-31 00:00:00.0000000","2010-07-31 00:00:00.0000000","","ORG-2877","Products"
18639801,NA,"2006-07-31","2006-07-31",4,3370475.81,3370475.81,3370475.81,2005,2006,1,"MDA41203D0001","0006",NA,NA,224875,"","97F2","HE1280",NA,NA,"J","000","","A",NA,"True",NA,NA,3370475.81,"2005-10-01 00:00:00.0000000","2006-02-01 00:00:00.0000000",0,0,0,0,0,0,0,0,0,NA,0,1,0,0,0,0,0,1,1,NA,NA,7,"SINGLE AWARD","Indefinite Delivery Contract","2006-07-31 00:00:00.0000000","2006-07-31 00:00:00.0000000","","","Services"
24524423,NA,"2011-08-28","2011-08-28",252,136442366.174,76259594.08,76259594.08,2005,2013,1,"W31P4Q05A0028","0010",NA,NA,69989,"","","",NA,NA,"","000","","A",NA,"",NA,NA,136442366.174,"2005-08-29 00:00:00.0000000","2013-09-30 00:00:00.0000000",629366.91,0,0,133047090.374,76498118.66,76498118.66,144665,0,0,NA,0,1,0,2,1,192,1,1,1,NA,NA,4,"SINGLE AWARD","Indefinite Delivery Contract","2006-08-31 00:00:00.0000000","2006-08-31 00:00:00.0000000","","ORG-2877","Services"
9412574,NA,NA,"2002-08-31",1,28600000,0,0,2001,2001,1,"DAMT0101D0166","341",NA,NA,392554,"","2100","MT01",NA,NA,"K","1000","","A",NA,"True",NA,NA,28600000,"2001-09-01 00:00:00.0000000","2001-09-01 00:00:00.0000000",0,0,0,0,0,0,28600000,0,0,14,0,0,0,0,0,0,0,0,1,NA,NA,14,"MULTIPLE AWARD","Indefinite Delivery Contract","2002-08-31 00:00:00.0000000","","","ORG-2858","Services"
24748543,NA,"2012-08-02","2012-08-02",1,27609638.46,27609638.46,27609638.46,2011,2011,1,"W912BU11D0002","0046",NA,NA,31260,"","2100","W912BU",NA,NA,"J","000","FAIR","A",NA,"True",NA,NA,27609638.46,"2011-08-03 00:00:00.0000000","2011-08-03 00:00:00.0000000",0,0,0,0,0,0,27609638.46,27609638.46,27609638.46,2,0,0,0,0,0,0,0,0,1,NA,NA,2,"MULTIPLE AWARD","Indefinite Delivery Contract","2012-08-02 00:00:00.0000000","2012-08-02 00:00:00.0000000","","ORG-2872","Services"
1443024,NA,"2010-09-01","2010-09-01",19,8927593.96,0,0,2005,2013,0,"","FA945305C0258",NA,NA,23356,"","","",NA,NA,"U","000","","A",NA,"False",NA,NA,8927593.96,"2005-09-16 00:00:00.0000000","2013-05-13 00:00:00.0000000",1716825,0,0,5412935,0,0,1382235,0,0,NA,0,1,0,1,1,5,1,1,1,NA,NA,11,NA,"Definitive Contract","2006-12-16 00:00:00.0000000","2006-12-16 00:00:00.0000000","","ORG-2825","R&D"
2152385,NA,"2013-08-30","2013-02-28",302,163539572.5025,455849861.6267,472559305,2008,2013,0,"","HC102808C0002",NA,NA,23356,"","97AK","HC1028",NA,NA,"M","000","","A",NA,"True",NA,NA,163539572.5025,"2008-09-30 00:00:00.0000000","2013-09-19 00:00:00.0000000",0,0,0,7013.1499,7013.1499,1.2e+08,0,292310280.13,352559305,NA,0,1,0,0,0,29,1,1,1,NA,NA,8,NA,"Definitive Contract","2010-02-28 00:00:00.0000000","2010-02-28 00:00:00.0000000","","","Services"
18001071,NA,"2007-06-30","2007-06-30",21,16239174,0,0,2003,2007,1,"GS35F4528G","FA877003F8012",NA,NA,183924,"","5700","",NA,NA,"","","","A",NA,"False",NA,NA,16239174,"2003-01-16 00:00:00.0000000","2007-08-24 00:00:00.0000000",110530,0,0,3936173,0,0,5131568,0,0,0,0,1,0,1,1,5,1,0,1,NA,NA,0,"MULTIPLE AWARD","Federal Supply Schedule","2004-01-15 00:00:00.0000000","","","ORG-2825","Services"
19331493,NA,"2010-09-30","2010-09-30",5,843640.55,843640.55,843640.55,2009,2010,1,"N6523607D7880","0210",NA,NA,65893,"","1700","N65236",NA,NA,"","000","","A",NA,"False",NA,NA,843640.55,"2009-02-02 00:00:00.0000000","2010-03-19 00:00:00.0000000",0,0,0,0,0,0,843640.55,843640.55,843640.55,NA,0,1,0,2,1,1,1,1,1,NA,NA,6,"SINGLE AWARD","Indefinite Delivery Contract","2010-01-31 00:00:00.0000000","2010-01-31 00:00:00.0000000","","ORG-2944","Services"
20424525,NA,"2008-10-30","2008-10-30",2,159438436.55,159438436.55,159438436.55,2007,2008,1,"SP060007D0503","B001",NA,NA,268266,"","97AS","SP0600",NA,NA,"K","000","","A",NA,"True",NA,NA,159438436.55,"2007-08-31 00:00:00.0000000","2008-09-23 00:00:00.0000000",0,0,0,0,0,0,159318436.55,159318436.55,159318436.55,NA,0,1,0,0,0,0,0,1,1,NA,NA,13,"SINGLE AWARD","Indefinite Delivery Contract","2008-10-30 00:00:00.0000000","2008-10-30 00:00:00.0000000","","ORG-2775","Products"
19159995,NA,"2010-06-30","2010-06-30",5,1661395.11,1661395.11,1661395.11,2008,2010,1,"N6247203D0802","0157",NA,NA,418042,"","1700","N40085",NA,NA,"J","000","","D",NA,"True",NA,NA,1661395.11,"2008-03-08 00:00:00.0000000","2010-02-08 00:00:00.0000000",0,0,0,527341,527341,527341,489685,489685,489685,NA,0,1,0,0,0,1,1,0,1,NA,NA,15,"SINGLE AWARD","Indefinite Delivery Contract","2009-03-08 00:00:00.0000000","2009-03-08 00:00:00.0000000","","ORG-2940","Services"
2963790,NA,"2008-09-22","2008-09-22",3,78337169,82285263,274126310,2006,2007,0,"","N0002406C6353",NA,NA,23356,"","1700","N00024",NA,NA,"2","000","","A",NA,"",NA,NA,78337169,"2006-09-22 00:00:00.0000000","2007-01-10 00:00:00.0000000",0,0,0,0,0,0,78098652,82046746,273926310,NA,0,1,0,0,0,0,0,1,1,NA,NA,5,NA,"Definitive Contract","2008-09-22 00:00:00.0000000","2008-09-22 00:00:00.0000000","","ORG-2941","Products"
10017811,NA,"2008-07-31","2008-07-31",6,3652184,3652184,3652184,2007,2008,1,"FA521507D0005","1720",NA,NA,297030,"","5700","FA5215",NA,NA,"2","000","","A",NA,"",NA,NA,3652184,"2007-05-01 00:00:00.0000000","2008-04-30 00:00:00.0000000",0,0,0,1845242,1845242,1845242,1806942,1806942,1806942,NA,0,1,0,0,0,5,1,1,1,NA,NA,3,"SINGLE AWARD","Indefinite Delivery Contract","2008-04-30 00:00:00.0000000","2008-04-30 00:00:00.0000000","","ORG-2836","Services"
19057309,NA,"2010-11-05","2010-11-05",14,4742897.01,4742897.01,4742897.01,2009,2013,1,"N4425507D2011","0004",NA,NA,345926,"","1700","N44255",NA,NA,"J","000","FAIR","A",NA,"True",NA,NA,4742897.01,"2009-06-12 00:00:00.0000000","2013-07-24 00:00:00.0000000",1809886.01,1809886.01,1809886.01,0,0,0,2933011,2933011,2933011,NA,0,1,0,11,1,0,0,0,1,NA,NA,4,"MULTIPLE AWARD","Indefinite Delivery Contract","2010-04-01 00:00:00.0000000","2010-04-01 00:00:00.0000000","","ORG-2940","Services"
22912899,NA,"2010-10-17","2010-10-17",13,3866842,3866842,3866842,2010,2011,1,"USZA2203D0006","8999",NA,NA,338831,"","97ZS","H92254",NA,NA,"U","000","","A",NA,"False",NA,NA,3866842,"2009-11-21 00:00:00.0000000","2011-04-18 00:00:00.0000000",-1922713,-1922713,-1922713,-669799,-669799,-669799,6868574,6868574,6868574,NA,0,1,0,2,1,4,1,1,1,NA,NA,1,"SINGLE AWARD","Indefinite Delivery Contract","2010-11-20 00:00:00.0000000","2010-11-20 00:00:00.0000000","","","Services"
18172675,NA,"2011-05-04","2011-05-04",3,1237559,1237559,1237559,2011,2011,1,"H9222211D0002","0001",NA,NA,70908,"","97ZS","H92222",NA,NA,"J","000","FAIR","A",NA,"True",NA,NA,1237559,"2010-10-20 00:00:00.0000000","2010-12-28 00:00:00.0000000",0,0,0,0,0,0,1237559,1237559,1237559,NA,0,1,0,1,1,0,0,0,1,NA,NA,3,"MULTIPLE AWARD","Indefinite Delivery Contract","2011-04-20 00:00:00.0000000","2011-04-20 00:00:00.0000000","","","Products"
20414590,NA,NA,"2001-11-30",1,75900000,0,0,2000,2000,1,"SP060000D0527","5053",NA,NA,298083,"","97AS","0600",NA,NA,"K","4000","","A",NA,"True",NA,NA,75900000,"2000-09-08 00:00:00.0000000","2000-09-08 00:00:00.0000000",0,0,0,0,0,0,75900000,0,0,34,0,0,0,0,0,0,0,0,1,NA,NA,34,"MULTIPLE AWARD","Indefinite Delivery Contract","2001-11-30 00:00:00.0000000","","","","Products"
24726867,NA,"2013-07-09","2013-07-09",44,18718524,18718524,18718524,2010,2013,1,"W9127807D0044","0005",NA,NA,297237,"","2100","W91278",NA,NA,"J","000","FAIR","A",NA,"True",NA,NA,18718524,"2010-09-10 00:00:00.0000000","2013-02-04 00:00:00.0000000",0,0,0,6060427,6060427,6060427,14066000,14066000,14066000,NA,0,1,0,1,1,40,1,0,1,NA,NA,5,"MULTIPLE AWARD","Indefinite Delivery Contract","2010-11-01 00:00:00.0000000","2010-11-01 00:00:00.0000000","","ORG-2872","Services"
8266460,NA,"2012-02-20","2012-02-20",3,7628378.8,7628378.8,7628378.8,2012,2012,0,"","W912BU12C0001",NA,NA,23356,"","2100","W912BU",NA,NA,"J","000","","A",NA,"True",NA,NA,7628378.8,"2011-10-06 00:00:00.0000000","2012-02-29 00:00:00.0000000",-872256.4,-872256.4,-872256.4,150000,150000,150000,8350635.2,8350635.2,8350635.2,NA,0,1,0,1,1,1,1,1,1,NA,NA,21,NA,"Definitive Contract","2012-02-15 00:00:00.0000000","2012-02-15 00:00:00.0000000","","ORG-2872","Services"
10014701,NA,"2007-08-10","2007-08-10",3,152959,0,0,2006,2007,1,"FA520905D0005","5033",NA,NA,10097,"","5700","FA5209",NA,NA,"J","000","","A",NA,"True",NA,NA,152959,"2006-09-26 00:00:00.0000000","2007-07-12 00:00:00.0000000",0,0,0,1940,0,0,151019,0,0,NA,0,1,0,0,0,2,1,1,1,NA,NA,1,"SINGLE AWARD","Indefinite Delivery Contract","2007-10-31 00:00:00.0000000","","","ORG-2836","Services"
25012499,NA,"2012-11-17","2012-11-17",1,2016725,2016725,3e+06,2012,2012,1,"W91QUZ09D0001","MU62",NA,NA,171698,"","1700","M67854",NA,NA,"J","000","FAIR","A",NA,"True",NA,NA,2016725,"2012-09-18 00:00:00.0000000","2012-09-18 00:00:00.0000000",0,0,0,0,0,0,2016725,2016725,3e+06,3,0,0,0,0,0,0,0,0,1,NA,NA,3,"MULTIPLE AWARD","Indefinite Delivery Contract","2012-11-17 00:00:00.0000000","2012-11-17 00:00:00.0000000","","ORG-2943","Products"
21790035,NA,"2012-03-18","2012-03-18",1,9500000,9500000,9500000,2012,2012,1,"SPM30008D3153","86J5",NA,NA,184069,"","97AS","SPM300",NA,NA,"J","000","","A",NA,"True",NA,NA,9500000,"2011-12-19 00:00:00.0000000","2011-12-19 00:00:00.0000000",0,0,0,0,0,0,9500000,9500000,9500000,5,0,0,0,0,0,0,0,1,1,NA,NA,5,"SINGLE AWARD","Indefinite Delivery Contract","2012-03-18 00:00:00.0000000","2012-03-18 00:00:00.0000000","","ORG-2786","Products"
24908029,NA,"2010-02-16","2010-02-16",2,4004000,4004000,4004000,2009,2010,1,"W91B4L09D0001","0002",NA,NA,78406,"","2100","W91B4L",NA,NA,"J","000","","A",NA,"True",NA,NA,4004000,"2009-04-15 00:00:00.0000000","2010-02-16 00:00:00.0000000",0,0,0,0,0,0,4004000,4004000,4004000,NA,0,1,0,0,0,0,0,1,1,NA,NA,1,"SINGLE AWARD","Indefinite Delivery Contract","2009-04-15 00:00:00.0000000","2009-04-15 00:00:00.0000000","","ORG-2874","Products"
18776096,NA,NA,"2003-11-30",1,6845779,0,0,2002,2002,1,"N0016401D0022","7",NA,NA,260407,"","1700","BW17A",NA,NA,"J","2000","","A",NA,"True",NA,NA,6845779,"2002-04-09 00:00:00.0000000","2002-04-09 00:00:00.0000000",0,0,0,0,0,0,6845779,0,0,1,0,0,0,0,0,0,0,1,1,NA,NA,1,"SINGLE AWARD","Indefinite Delivery Contract","2003-11-30 00:00:00.0000000","","","ORG-2941","Products"
527794,NA,"2013-08-17","2013-08-17",132,91339059.77,0,0,2003,2013,0,"","DABP0103C0030",NA,NA,23356,"","2100","",NA,NA,"R","000","","A",NA,"False",NA,NA,91339059.77,"2003-03-17 00:00:00.0000000","2013-07-17 00:00:00.0000000",8360984.13,0,0,25074596.8,0,0,6e+06,0,0,NA,0,1,0,29,1,41,1,1,1,NA,NA,1,NA,"Definitive Contract","2004-03-31 00:00:00.0000000","2004-03-31 00:00:00.0000000","","","Services"
24088390,NA,NA,"2003-09-26",1,68184,0,0,2003,2003,1,"V797P5245X","DADA0903F0873",NA,NA,331971,"","2100","DA09",NA,NA,"NO","1000","","A",NA,"",NA,NA,68184,"2003-09-02 00:00:00.0000000","2003-09-02 00:00:00.0000000",0,0,0,0,0,0,68184,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,0,"MULTIPLE AWARD","Federal Supply Schedule","2003-09-26 00:00:00.0000000","","","ORG-2875","Products"
24589733,NA,"2011-09-30","2011-09-30",5,369659.5,369659.5,369659.5,2010,2012,1,"W81K0409D0016","YY28",NA,NA,76514,"","2100","W81K00",NA,NA,"J","000","","D",NA,"True",NA,NA,369659.5,"2010-10-01 00:00:00.0000000","2012-02-16 00:00:00.0000000",0,0,0,0,0,0,0,624221.2,624221.2,NA,0,1,0,0,0,0,0,0,1,NA,NA,29,"SINGLE AWARD","Indefinite Delivery Contract","2011-09-30 00:00:00.0000000","2011-09-30 00:00:00.0000000","","ORG-2875","Services"
21544360,NA,NA,"2004-12-28",2,14797,0,0,2005,2005,1,"SPM30005D3047","348B",NA,NA,384017,"","97AS","SP0300",NA,NA,"J","000","","A",NA,"True",NA,NA,14797,"2004-12-14 00:00:00.0000000","2004-12-14 00:00:00.0000000",0,0,0,0,0,0,14832,0,0,NA,0,1,0,0,0,0,0,1,1,NA,NA,9,"SINGLE AWARD","Indefinite Delivery Contract","2004-12-28 00:00:00.0000000","","","ORG-2786","Products"
10060309,NA,"2013-09-30","2013-09-30",24,177656813.19,177656813.19,177656813.19,2012,2013,1,"FA810610D0001","0013",NA,NA,70430,"","5700","",NA,NA,"","213","","A",NA,"",NA,NA,177656813.19,"2011-10-17 00:00:00.0000000","2013-04-25 00:00:00.0000000",16190458.21,16190458.21,16190458.21,27405124.75,27405124.75,27405124.75,51235930.23,51235930.23,51235930.23,NA,0,1,0,5,1,5,1,1,1,NA,NA,2,"SINGLE AWARD","Indefinite Delivery Contract","2012-09-30 00:00:00.0000000","2012-09-30 00:00:00.0000000","","ORG-2825","Services"
9382259,NA,NA,"2003-03-08",1,136592,0,0,2003,2003,1,"DAJB0300D0065","0271",NA,NA,235193,"","2100","BP01",NA,NA,"J","1000","","A",NA,"True",NA,NA,136592,"2002-10-16 00:00:00.0000000","2002-10-16 00:00:00.0000000",0,0,0,0,0,0,136592,0,0,21,0,0,0,0,0,0,0,1,1,NA,NA,21,"SINGLE AWARD","Indefinite Delivery Contract","2003-03-08 00:00:00.0000000","","","ORG-2876","Services"
10060553,NA,"2013-07-31","2013-07-31",198,141910875.0801,151401882.0392,199900474.42,2011,2013,1,"FA810809D0004","0024",NA,NA,284590,"","5700","FA8108",NA,NA,"","000","FAIR","A",NA,"",NA,NA,141910875.0801,"2011-06-28 00:00:00.0000000","2013-12-05 00:00:00.0000000",0,0,0,43122036.1601,30996169.5092,1050768.55,3380779,92540560.4,184930160.8,NA,1,1,0,0,0,84,1,0,1,NA,NA,6,"MULTIPLE AWARD","Indefinite Delivery Contract","2012-07-31 00:00:00.0000000","2013-07-31 00:00:00.0000000","","ORG-2825","Services"
9824170,NA,NA,"2002-04-30",1,449490,0,0,2001,2001,1,"F0560400D8008","3035",NA,NA,122201,"","5700","CA03",NA,NA,"J","3000","","D",NA,"True",NA,NA,449490,"2001-09-22 00:00:00.0000000","2001-09-22 00:00:00.0000000",0,0,0,0,0,0,449490,0,0,8,0,0,0,0,0,0,0,0,1,NA,NA,8,"SINGLE AWARD","Indefinite Delivery Contract","2002-04-30 00:00:00.0000000","","","","Services"
17997558,NA,"2007-09-30","2007-09-30",13,4999401,0,0,2006,2007,1,"GS35F4506G","FA460006F8502",NA,NA,240839,"","5700","FA4600",NA,NA,"","000","","A",NA,"False",NA,NA,4999401,"2005-11-01 00:00:00.0000000","2007-09-20 00:00:00.0000000",0,0,0,688947,0,0,2331158,0,0,NA,0,1,0,0,0,5,1,0,1,NA,NA,1,"MULTIPLE AWARD","Federal Supply Schedule","2006-09-30 00:00:00.0000000","","","ORG-2835","Services"
21389738,NA,"2009-12-24","2009-12-24",1,4368,4368,4368,2010,2010,1,"SPM20005D6856","AR32",NA,NA,162852,"","97AS","SPM200",NA,NA,"J","000","","A",NA,"True",NA,NA,4368,"2009-12-23 00:00:00.0000000","2009-12-23 00:00:00.0000000",0,0,0,0,0,0,4368,4368,4368,3,0,0,0,0,0,0,0,1,1,NA,NA,3,"SINGLE AWARD","Indefinite Delivery Contract","2009-12-24 00:00:00.0000000","2009-12-24 00:00:00.0000000","","ORG-2785","Products"
24502364,NA,"2011-09-29","2011-09-29",40,331019847.0956,331019847.0956,709938965.7756,2008,2013,1,"W15P7T06DE403","0017",NA,NA,113519,"","2100","W15P7T",NA,NA,"J","000","FAIR","A",NA,"True",NA,NA,331019847.0956,"2008-09-30 00:00:00.0000000","2013-09-27 00:00:00.0000000",0,0,0,201579702.55,201579702.55,79588571.38,78222547.03,78222547.03,582902023.88,NA,0,1,0,1,1,2,1,0,1,NA,NA,2,"MULTIPLE AWARD","Indefinite Delivery Contract","2009-05-30 00:00:00.0000000","2011-03-01 00:00:00.0000000","","ORG-2877","Services"
8394479,NA,"2010-12-20","2010-12-20",1,1e+06,1e+06,1e+06,2010,2010,0,"","W912L610P0160",NA,NA,23356,"","2100","W912L6",NA,NA,"J","000","","D",NA,"True",NA,NA,1e+06,"2010-09-21 00:00:00.0000000","2010-09-21 00:00:00.0000000",0,0,0,0,0,0,1e+06,1e+06,1e+06,1,0,0,0,0,0,0,0,0,1,NA,NA,1,NA,"Purchase Order","2010-12-20 00:00:00.0000000","2010-12-20 00:00:00.0000000","","ORG-2869","Services"
552523,NA,"2005-10-20","2005-10-20",88,35270925,0,0,2002,2007,0,"","DACW0502C0015",NA,NA,23356,"","2100","",NA,NA,"J","","","",NA,"True",NA,NA,35270925,"2002-08-14 00:00:00.0000000","2007-02-08 00:00:00.0000000",3428059,0,0,1697976,0,0,5e+05,0,0,NA,0,1,0,9,1,47,1,1,1,NA,NA,3,NA,"Definitive Contract","2004-12-31 00:00:00.0000000","","","ORG-2872","Services"
8343512,NA,"2008-07-13","2008-07-13",22,40982138,0,0,2005,2008,0,"","W912HN05C0040",NA,NA,23356,"","2100","W912HN",NA,NA,"J","000","","A",NA,"True",NA,NA,40982138,"2005-06-24 00:00:00.0000000","2008-04-21 00:00:00.0000000",27408,0,0,88184,0,0,40866546,0,0,NA,0,1,0,7,1,14,1,1,1,NA,NA,3,NA,"Definitive Contract","2008-11-28 00:00:00.0000000","","","ORG-2872","Services"
15484022,NA,"2006-10-14","2006-10-14",33,15608546,0,0,2004,2007,1,"GS10F0193P","W9127Q04F0168",NA,NA,430416,"","2100","W9127Q",NA,NA,"J","000","","A",NA,"True",NA,NA,15608546,"2004-06-01 00:00:00.0000000","2006-12-06 00:00:00.0000000",9011414,0,0,5365337,0,0,1231795,0,0,0,0,1,0,29,1,2,1,0,1,NA,NA,0,"MULTIPLE AWARD","Federal Supply Schedule","2004-09-30 00:00:00.0000000","","","ORG-2869","Services"
16935907,NA,"2007-01-03","2007-01-03",1,18889219,18889219,18889219,2007,2007,1,"GS28F0013K","N6600107FT024",NA,NA,330433,"","1700","N66001",NA,NA,"J","000","","A",NA,"True",NA,NA,18889219,"2006-11-30 00:00:00.0000000","2006-11-30 00:00:00.0000000",0,0,0,0,0,0,18889219,18889219,18889219,1,0,0,0,0,0,0,0,0,1,NA,NA,1,"MULTIPLE AWARD","Federal Supply Schedule","2007-01-03 00:00:00.0000000","2007-01-03 00:00:00.0000000","","ORG-2944","Products"
