"","CSIScontractID","IDV","FxCb","Fee","Comp","Link","MDAP","unmodifiedSystemequipmentcode","Who","What","Intl","PSR","LowCeil","Ceil","Dur","SingleOffer","Offr","Soft","UCA","CRai","NChg","Veh","UnmodifiedNumberOfOffersReceived","Term","UnmodifiedContractBaseAndAllOptionsValue","SumOfisChangeOrder","pChangeOrderUnmodifiedBaseAndAll","pChangeOrderObligated","UnmodifiedDays","MinOfEffectiveDate","Action.Obligation","ContractCount","StartFiscalYear","UnmodifiedCompletionDate","EndAfterPeriod","Graph","TermNum"
"4245947",24559435,"IDV","Fixed-Price","FFP or No Fee","No Comp.","[750+]","Labeled MDAP","575","Army","Land Vehicles","Just U.S.","Products","[30m+]","75m+","(~2 years+]","Single","1","Not Software Eng.","Not UCA","[  -Inf,-0.001)","   2","SINGLE AWARD",1,"Unterminated",321468872,2,-0.004366633,-0.004042235,19367,2007-12-18,347267445,1,2008,2060-12-26,TRUE,FALSE,0
"12309",9841002,"IDV","Cost-Based","Combination or Other Fee","No Comp.","[1,750)","Labeled MDAP","571","Other DoD","Electronics and Communications","Just U.S.","Products","[30m+]","75m+","[~2 months,~7 months)","Single","1","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",1,"Unterminated",3.2e+08,0,0,0,129.041666666667,2007-09-25,490000,1,2007,2008-02-01,FALSE,FALSE,0
"4352848",9841195,"IDV","Fixed-Price","FFP or No Fee","No Comp.","[1,750)","Labeled MDAP","548","Air Force","Aircraft and Drones","Just U.S.","Services","[30m+]","75m+","[~2 months,~7 months)","Single","1","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",1,"Unterminated",3.2e+08,0,0,0,83,2011-08-10,2500,1,2011,2011-11-01,FALSE,FALSE,0
"4368849",9840975,"IDV","Cost-Based","Combination or Other Fee","No Comp.","[1,750)","Labeled MDAP","571","Other DoD","Electronics and Communications","Just U.S.","Products","[30m+]","75m+","[~2 months,~7 months)","Single","1","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",1,"Unterminated",3.2e+08,0,0,0,139,2007-06-15,146000,1,2007,2007-11-01,FALSE,FALSE,0
"3635595",18665735,"IDV","Fixed-Price","FFP or No Fee","Comp.","[750+]","No label",NA,"Navy","Electronics and Communications","Just U.S.","Services","[30m+]","75m+","[0 months,~2 months)","Multi","3-4","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",4,"Unterminated",319267000,0,0,0,1,2007-09-30,338848818,1,2007,2007-10-01,FALSE,FALSE,0
"1399010",8344982,"Def/Pur","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Facilities and Construction","Just U.S.","Services","[30m+]","75m+","(~2 years+]","Multi","3-4","Not Software Eng.","Not UCA","[  -Inf,-0.001)","[   3,1040]","Def/Pur",4,"Unterminated",318977000,16,-0.06271154,0.02484153,1014,2008-09-20,304984360,1,2008,2011-07-01,FALSE,FALSE,0
"586831",3476447,"Def/Pur","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Navy","Facilities and Construction","Just U.S.","Services","[30m+]","75m+","(~2 years+]","Multi","2","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","Def/Pur",2,"Unterminated",318190000,0,0,0,1246,2007-04-12,335077713,1,2007,2010-09-09,FALSE,FALSE,0
"622057",24892771,"IDV","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Facilities and Construction","Any International","Services","[30m+]","75m+","[~2 months,~7 months)","Multi","3-4","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","MULTIPLE AWARD",4,"Unterminated",317470178,0,0,0,112.0417,2007-09-27,275821,1,2007,2008-01-17,FALSE,FALSE,0
"3907751",24892487,"IDV","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Facilities and Construction","Any International","Services","[30m+]","75m+","(~1 year,~2 years]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",16,"Unterminated",316570489,0,0,0,366,2007-09-06,275040,1,2007,2008-09-06,FALSE,FALSE,0
"2269523",1335243,"Def/Pur","Fixed-Price","Incentive","Comp.","0","No label",NA,"Air Force","Facilities and Construction","Any International","Services","[30m+]","75m+","[~7 months-~1 year]","Multi","2","Not Software Eng.","Not UCA","[-0.001, 0.001)","[   3,1040]","Def/Pur",2,"Terminated",315608796,6,0.0001615925,0.0001743352,251.9583,2010-01-22,337460674,1,2010,2010-09-30,FALSE,TRUE,1
"2707009",2148381,NA,NA,NA,"Comp.","[750+]","No label",NA,"Other DoD","Electronics and Communications","Any International","Services","[30m+]","75m+",NA,"Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",6,"Terminated",315060000,0,0,0,NA,2010-11-03,0,1,2011,NA,NA,TRUE,1
"3914104",24893202,"IDV","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Facilities and Construction","Any International","Services","[30m+]","75m+","[0 months,~2 months)","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",8,"Unterminated",314299563,0,0,0,2,2010-09-29,290751.9,1,2010,2010-10-01,FALSE,FALSE,0
"4722832",10093928,"IDV","Fixed-Price","Combination or Other Fee","No Comp.","[1,750)","No label",NA,"Air Force","Aircraft and Drones","Just U.S.","Products","[30m+]","75m+","(~2 years+]","Single","1","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",1,"Unterminated",314029042,0,0,0,804,2010-05-20,326823716,1,2010,2012-08-01,FALSE,FALSE,0
"1543389",20430050,"IDV","Fixed-Price","Combination or Other Fee","Comp.","0","No label",NA,"Other DoD","Other","Just U.S.","Products","[30m+]","75m+","[~2 months,~7 months)","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",25,"Unterminated",313717083,0,0,0,171,2011-05-13,644136943,1,2011,2011-10-31,FALSE,FALSE,0
"3859422",24892762,"IDV","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Facilities and Construction","Any International","Services","[30m+]","75m+","[0 months,~2 months)","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",6,"Unterminated",312736485,0,0,0,15,2009-09-16,348416.2,1,2009,2009-10-01,FALSE,FALSE,0
"2519489",4167094,NA,"Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Other DoD","Other","Any International","Products","[30m+]","75m+",NA,"Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",8,"Terminated",311228853,0,0,0,NA,2011-09-07,0,1,2011,NA,NA,TRUE,1
"1177881",20427966,"IDV","Fixed-Price","Combination or Other Fee","Comp.","0","No label",NA,"Other DoD","Other","Any International","Products","[30m+]","75m+","(~2 years+]","Multi","3-4","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",4,"Terminated",309112287,0,0,0,1461,2010-07-01,312277369,1,2010,2014-07-01,FALSE,TRUE,1
"1472374",4165227,NA,"Fixed-Price","Combination or Other Fee","Comp.","0","No label",NA,"Other DoD","Other","Any International","Products","[30m+]","75m+",NA,"Multi","3-4","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",4,"Terminated",309112287,0,0,0,NA,2010-07-01,0,1,2010,NA,NA,TRUE,1
"3036201",24669500,"IDV","Cost-Based","Award Fee","Comp.","[1,750)","No label",NA,"Army","Other","Just U.S.","Services","[30m+]","75m+","[~2 months,~7 months)","Multi","3-4","Not Software Eng.","UCA","[-0.001, 0.001)","   0","SINGLE AWARD",3,"Unterminated",307456234,0,0,0,183.0417,2010-06-07,544088960,1,2010,2010-12-07,FALSE,FALSE,0
"1144661",10092923,"IDV","Cost-Based","Fixed Fee","No Comp.","0","No label",NA,"Air Force","Other","Just U.S.","Services","[30m+]","75m+","(~1 year,~2 years]","Single","1","Not Software Eng.","Not UCA","[ 0.001, 0.150)","[   3,1040]","Other IDV",1,"Unterminated",306572599,8,0.001164319,0.8716054,374,2010-12-23,314831261,1,2011,2012-01-01,FALSE,FALSE,0
"4034267",2966672,"Def/Pur","Cost-Based","Incentive","No Comp.","[1,750)","Labeled MDAP","178","Navy","Missile and Space Systems","Just U.S.","Services","[30m+]","75m+","(~2 years+]","Single","1","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","Def/Pur",1,"Unterminated",305427381,0,0,0,1038.958,2007-11-27,534721752,1,2008,2010-09-30,FALSE,FALSE,0
"3081201",24502416,"IDV","Cost-Based","Combination or Other Fee","Comp.","[750+]","No label",NA,"Army","Electronics and Communications","Just U.S.","Services","[30m+]","75m+","[~2 months,~7 months)","Multi","2","Not Software Eng.","Not UCA","[-0.001, 0.001)","   1","MULTIPLE AWARD",2,"Unterminated",305394008,1,0,0,101.9583,2008-03-07,295610764,1,2008,2008-06-16,FALSE,FALSE,0
"3612450",24510951,"IDV","Fixed-Price","FFP or No Fee","No Comp.","[1,750)","No label",NA,"Army","Land Vehicles","Any International","Products","[30m+]","75m+","(~1 year,~2 years]","Single","1","Not Software Eng.","UCA","[-0.001, 0.001)","   0","SINGLE AWARD",1,"Unterminated",3.05e+08,0,0,0,366,2009-12-16,247232750,1,2010,2010-12-17,FALSE,FALSE,0
"4034767",24893016,"IDV","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Facilities and Construction","Any International","Services","[30m+]","75m+","(~1 year,~2 years]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",5,"Unterminated",303931478,0,0,0,429,2009-07-29,354826.4,1,2009,2010-10-01,FALSE,FALSE,0
"3316061",24893421,"IDV","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Facilities and Construction","Any International","Services","[30m+]","75m+","(~1 year,~2 years]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   1","SINGLE AWARD",10,"Unterminated",301200019,1,0,0,565,2012-03-15,273938.2,1,2012,2013-10-01,FALSE,FALSE,0
"1386738",24893420,"IDV","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Facilities and Construction","Any International","Services","[30m+]","75m+","(~1 year,~2 years]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   1","SINGLE AWARD",10,"Unterminated",301181699,1,0,0,565,2012-03-15,273921.5,1,2012,2013-10-01,FALSE,FALSE,0
"95555",24892475,"IDV","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Facilities and Construction","Any International","Services","[30m+]","75m+","(~1 year,~2 years]","Multi","5+","Not Software Eng.","Not UCA","[ 0.001, 0.150)","   1","SINGLE AWARD",16,"Unterminated",300901358,1,0.1048683,0.09491472,366,2007-08-23,288841.3,1,2007,2008-08-23,FALSE,FALSE,0
"4187522",9925504,"IDV","Fixed-Price","FFP or No Fee","Comp.","[1,750)","No label",NA,"Air Force","Electronics and Communications","Just U.S.","Services","[30m+]","75m+","[0 months,~2 months)","Multi","5+","Possible Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",5,"Unterminated",3e+08,0,0,0,1,2008-07-31,552028,1,2008,2008-08-01,FALSE,FALSE,0
"1455281",24893361,"IDV","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Facilities and Construction","Any International","Services","[30m+]","75m+","[~7 months-~1 year]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",12,"Unterminated",298246646,0,0,0,243,2010-09-30,217304.5,1,2010,2011-05-31,FALSE,FALSE,0
"2046953",8441432,"Def/Pur","Combination or Other","Combination or Other Fee","Comp.","0","No label",NA,"Army","Facilities and Construction","Just U.S.","Services","[30m+]","75m+","(~1 year,~2 years]","Multi","5+","Not Software Eng.","Not UCA","[  -Inf,-0.001)","[   3,1040]","Def/Pur",6,"Unterminated",298011155,21,-0.08205672,-0.06985541,703,2009-06-29,350063327,1,2009,2011-06-02,FALSE,FALSE,0
"2281879",24893080,"IDV","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Facilities and Construction","Any International","Services","[30m+]","75m+","(~2 years+]","Multi","5+","Not Software Eng.","Not UCA","[ 0.001, 0.150)","   1","SINGLE AWARD",10,"Unterminated",297915456,1,0.09795061,0.08921221,1097,2009-09-30,333411.5,1,2009,2012-10-01,FALSE,FALSE,0
"419361",24893137,"IDV","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Facilities and Construction","Any International","Services","[30m+]","75m+","(~1 year,~2 years]","Multi","5+","Not Software Eng.","Not UCA","[ 0.001, 0.150)","   2","MULTIPLE AWARD",5,"Unterminated",297552424,2,0.1184496,0.1059052,368,2009-09-28,339222.5,1,2009,2010-10-01,FALSE,FALSE,0
"2667760",24893415,"IDV","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Facilities and Construction","Any International","Services","[30m+]","75m+","(~2 years+]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",10,"Unterminated",297007877,0,0,0,736,2011-09-26,268076.7,1,2011,2013-10-01,FALSE,FALSE,0
"141551",1217400,"Def/Pur","Combination or Other","Combination or Other Fee","Comp.","0","No label",NA,"Air Force","Facilities and Construction","Just U.S.","Services","[30m+]","75m+","(~1 year,~2 years]","Multi","5+","Not Software Eng.","UCA","[-0.001, 0.001)","   0","Def/Pur",9,"Unterminated",296893745,0,0,0,366,2008-10-31,359413,1,2009,2009-11-01,FALSE,FALSE,0
"3271535",24893288,"IDV","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Facilities and Construction","Any International","Services","[30m+]","75m+","[~7 months-~1 year]","Multi","5+","Not Software Eng.","Not UCA","[ 0.001, 0.150)","   1","SINGLE AWARD",15,"Unterminated",296849225,1,0.063635,0,344,2011-06-09,258240.7,1,2011,2012-05-18,FALSE,FALSE,0
"3228176",24669261,"IDV","Cost-Based","Award Fee","Comp.","[1,750)","No label",NA,"Army","Other","Just U.S.","Services","[30m+]","75m+","[~2 months,~7 months)","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",6,"Unterminated",296812744,0,0,0,142.9583,2012-02-09,277000537,1,2012,2012-06-30,FALSE,FALSE,0
"4204917",20431443,"IDV","Fixed-Price","Combination or Other Fee","Comp.","0","No label",NA,"Other DoD","Other","Just U.S.","Products","[30m+]","75m+","[~7 months-~1 year]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",10,"Unterminated",296580248,0,0,0,251.0417,2012-05-25,277550352,1,2012,2013-01-31,FALSE,FALSE,0
"3789044",24893408,"IDV","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Facilities and Construction","Any International","Services","[30m+]","75m+","[~7 months-~1 year]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   1","SINGLE AWARD",10,"Unterminated",296323621,1,0,0,364,2011-04-03,257783.5,1,2011,2012-04-01,FALSE,FALSE,0
"311869",1423826,"Def/Pur","Fixed-Price","FFP or No Fee","Comp.","[1,750)","Labeled MDAP","503","Air Force","Weapons and Ammunition","Just U.S.","Products","[30m+]","75m+","(~2 years+]","Single","1","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","Def/Pur",1,"Unterminated",296011228,0,0,0,838,2006-11-14,329288539,1,2007,2009-03-01,FALSE,FALSE,0
"640324",24893229,"IDV","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Facilities and Construction","Any International","Services","[30m+]","75m+","(~2 years+]","Multi","5+","Not Software Eng.","Not UCA","[ 0.001, 0.150)","[   3,1040]","SINGLE AWARD",8,"Unterminated",296005406,3,0.05403603,0.05126584,733,2011-09-22,271421.3,1,2011,2013-09-24,FALSE,FALSE,0
"2209861",18500898,"IDV","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Other DoD","Other","Any International","Services","[30m+]","75m+","[~2 months,~7 months)","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","MULTIPLE AWARD",7,"Terminated",295683673,0,0,0,82,2011-08-11,82003869,1,2011,2011-11-01,FALSE,TRUE,1
"1639031",24893063,"IDV","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Facilities and Construction","Any International","Services","[30m+]","75m+","(~1 year,~2 years]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   1","SINGLE AWARD",8,"Unterminated",295585087,1,0,0,367,2009-09-29,308757.5,1,2009,2010-10-01,FALSE,FALSE,0
"211391",24560677,"IDV","Cost-Based","Fixed Fee","No Comp.","[750+]","Labeled MDAP","299","Army","Land Vehicles","Just U.S.","Products","[30m+]","75m+","(~1 year,~2 years]","Single","1","Not Software Eng.","Not UCA","[  -Inf,-0.001)","[   3,1040]","SINGLE AWARD",1,"Unterminated",294899944,4,-0.1355635,-0.1430066,430,2010-12-27,279551201,1,2011,2012-03-01,FALSE,FALSE,0
"2200538",24508543,"IDV","Combination or Other","Combination or Other Fee","Comp.","[1,750)","No label",NA,"Army","Land Vehicles","Any International","Products","[30m+]","75m+","[~2 months,~7 months)","Multi","3-4","Not Software Eng.","Not UCA","[-0.001, 0.001)","[   3,1040]","SINGLE AWARD",4,"Unterminated",293939559,7,-0.0005747848,-0.0005751196,185.0417,2007-08-21,293768439,1,2007,2008-02-22,FALSE,FALSE,0
"146686",20427725,"IDV","Fixed-Price","Combination or Other Fee","No Comp.","0","No label",NA,"Other DoD","Other","Any International","Products","[30m+]","75m+","(~1 year,~2 years]","Single","1","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",1,"Unterminated",293633813,0,0,0,386,2010-06-10,293633813,1,2010,2011-07-01,FALSE,FALSE,0
"2968085",24893179,"IDV","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Facilities and Construction","Any International","Services","[30m+]","75m+","[0 months,~2 months)","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",8,"Unterminated",293481638,0,0,0,7,2010-09-24,246298.1,1,2010,2010-10-01,FALSE,FALSE,0
"4410143",24893021,"IDV","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Facilities and Construction","Any International","Services","[30m+]","75m+","[~7 months-~1 year]","Multi","5+","Not Software Eng.","Not UCA","[ 0.001, 0.150)","   2","SINGLE AWARD",5,"Unterminated",290854952,2,0.1488698,0.1209552,363,2009-09-03,325436.1,1,2009,2010-09-01,FALSE,FALSE,0
"859469",20431448,"IDV","Fixed-Price","Combination or Other Fee","No Comp.","0","No label",NA,"Other DoD","Other","Any International","Products","[30m+]","75m+","[~7 months-~1 year]","Single","1","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",1,"Unterminated",287463324,0,0,0,303,2012-09-01,287463324,1,2012,2013-07-01,FALSE,FALSE,0
"3261167",8344307,"Def/Pur","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Facilities and Construction","Just U.S.","Services","[30m+]","75m+","(~2 years+]","Multi","5+","Not Software Eng.","Not UCA","[ 0.001, 0.150)","[   3,1040]","Def/Pur",7,"Unterminated",285989000,30,0.02701768,0.04812264,1216.958,2006-12-07,296816166,1,2007,2010-04-06,FALSE,FALSE,0
"3716972",24892775,"IDV","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Facilities and Construction","Any International","Services","[30m+]","75m+","(~1 year,~2 years]","Multi","3-4","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","MULTIPLE AWARD",4,"Unterminated",284264857,0,0,0,366,2007-09-21,246972,1,2007,2008-09-21,FALSE,FALSE,0
"2345093",24892328,"IDV","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Facilities and Construction","Any International","Services","[30m+]","75m+","[0 months,~2 months)","Multi","5+","Not Software Eng.","Not UCA","[ 0.150,   Inf]","[   3,1040]","SINGLE AWARD",18,"Unterminated",284130304,4,0.3848155,-7.742209,2,2007-09-29,36518,1,2007,2007-10-01,FALSE,FALSE,0
"2350396",24892773,"IDV","Fixed-Price","FFP or No Fee","No Comp.","0","No label",NA,"Army","Facilities and Construction","Any International","Services","[30m+]","75m+","[0 months,~2 months)","Single","1","Not Software Eng.","Not UCA","[ 0.001, 0.150)","   1","MULTIPLE AWARD",1,"Unterminated",282983651,1,0.03512869,0.03279809,24,2008-09-07,295498.6,1,2008,2008-10-01,FALSE,FALSE,0
"1342187",25010782,"IDV","Fixed-Price","FFP or No Fee","No Comp.","[750+]","No label",NA,"Army","Electronics and Communications","Just U.S.","Products","[30m+]","75m+","[~2 months,~7 months)","Single","1","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",1,"Unterminated",281510000,0,0,0,193.9583,2008-12-31,281510000,1,2009,2009-07-12,FALSE,FALSE,0
"3791364",20426652,"IDV","Fixed-Price","Combination or Other Fee","Comp.","0","No label",NA,"Other DoD","Other","Just U.S.","Products","[30m+]","75m+","(~1 year,~2 years]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",26,"Unterminated",280807680,0,0,0,403,2009-03-24,280807680,1,2009,2010-05-01,FALSE,FALSE,0
"4631552",7974473,"Def/Pur","Fixed-Price","FFP or No Fee","No Comp.","[750+]","Labeled MDAP","246","Other DoD","Land Vehicles","Just U.S.","Products","[30m+]","75m+","[~7 months-~1 year]","Single","1","Not Software Eng.","UCA","[-0.001, 0.001)","   0","Def/Pur",1,"Unterminated",279911776,0,0,0,275,2010-07-30,1475831847,1,2010,2011-05-01,FALSE,FALSE,0
"3555914",8023833,NA,"Fixed-Price","FFP or No Fee","Comp.","[1,750)","No label",NA,"Army","Weapons and Ammunition","Any International","Products","[30m+]","75m+",NA,"Multi","3-4","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",3,"Terminated",279905000,0,0,0,NA,2007-09-14,0,1,2007,NA,NA,TRUE,1
"2518741",8354290,"Def/Pur","Cost-Based","Fixed Fee","No Comp.","[750+]","No label",NA,"Army","Other","Any International","R&D","[30m+]","75m+","(~1 year,~2 years]","Single","1","Not Software Eng.","UCA","[ 0.001, 0.150)","[   3,1040]","Def/Pur",1,"Unterminated",279294136,4,0.008720366,0.02973506,538,2011-04-12,382322579,1,2011,2012-10-01,FALSE,FALSE,0
"406859",8222436,"Def/Pur","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Facilities and Construction","Just U.S.","Services","[30m+]","75m+","(~1 year,~2 years]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","Def/Pur",7,"Terminated",279057511,0,0,0,394,2012-05-03,0,1,2012,2013-06-01,FALSE,TRUE,1
"4124540",8441481,"Def/Pur",NA,"Combination or Other Fee","Comp.","0","No label",NA,"Army","Facilities and Construction","Just U.S.","Services","[30m+]","75m+","(~1 year,~2 years]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","Def/Pur",5,"Terminated",278805376,0,0,0,623,2009-09-17,0,1,2009,2011-06-02,FALSE,TRUE,1
"2994096",18629791,"IDV","Fixed-Price","FFP or No Fee","Comp.","[1,750)","No label",NA,"Navy","Land Vehicles","Just U.S.","Products","[30m+]","75m+","[~2 months,~7 months)","Multi","5+","Not Software Eng.","Not UCA","[ 0.001, 0.150)","[   3,1040]","SINGLE AWARD",10,"Unterminated",278441800,24,0.1348668,0.1053881,180,2007-10-29,356326097,1,2008,2008-04-26,FALSE,FALSE,0
"495428",24892746,"IDV","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Facilities and Construction","Any International","Services","[30m+]","75m+","[~7 months-~1 year]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",6,"Unterminated",277712057,0,0,0,307,2007-07-19,241279,1,2007,2008-05-21,FALSE,FALSE,0
"3462398",20425577,"IDV","Fixed-Price","Combination or Other Fee","Comp.","0","No label",NA,"Other DoD","Other","Any International","Products","[30m+]","75m+","(~1 year,~2 years]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",15,"Unterminated",277526225,0,0,0,414,2008-06-12,277526225,1,2008,2009-07-31,FALSE,FALSE,0
"4258251",9125174,"IDV","Fixed-Price","FFP or No Fee","Comp.","[1,750)","No label",NA,"Army","Other","Just U.S.","Services","[30m+]","75m+","[0 months,~2 months)","Multi","2","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",2,"Unterminated",2.77e+08,0,0,0,28,2011-09-23,2.77e+08,1,2011,2011-10-21,FALSE,FALSE,0
"2996133",24893027,"IDV","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Facilities and Construction","Any International","Services","[30m+]","75m+","[~2 months,~7 months)",NA,NA,"Not Software Eng.","Not UCA","[ 0.001, 0.150)","   2","MULTIPLE AWARD",NA,"Unterminated",275053000,2,0.06821958,0.06386289,79,2009-07-14,299489.6,1,2009,2009-10-01,FALSE,FALSE,0
"4050263",18946905,"IDV","Fixed-Price","FFP or No Fee","No Comp.","[750+]","No label",NA,"Navy","Electronics and Communications","Just U.S.","Products","[30m+]","75m+","[~7 months-~1 year]","Single","1","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",1,"Unterminated",274629425,0,0,0,362,2011-10-05,274629425,1,2012,2012-10-01,FALSE,FALSE,0
"3340442",24893411,"IDV","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Facilities and Construction","Any International","Services","[30m+]","75m+","[~7 months-~1 year]","Multi","5+","Not Software Eng.","Not UCA","[  -Inf,-0.001)","   1","SINGLE AWARD",10,"Unterminated",274597970,1,-0.05893744,-0.06262861,350,2011-08-11,224804.3,1,2011,2012-07-26,FALSE,FALSE,0
"1932293",20426646,"IDV","Fixed-Price","Combination or Other Fee","Comp.","0","No label",NA,"Other DoD","Other","Any International","Products","[30m+]","75m+","(~1 year,~2 years]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",13,"Unterminated",274325157,0,0,0,423,2008-12-04,274325157,1,2009,2010-01-31,FALSE,FALSE,0
"1021672",18665860,"IDV","Fixed-Price","FFP or No Fee","Comp.","[750+]","No label",NA,"Navy","Electronics and Communications","Just U.S.","Services","[30m+]","75m+","[0 months,~2 months)","Multi","3-4","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",4,"Unterminated",273187572,0,0,0,1,2007-09-30,179464733,1,2007,2007-10-01,FALSE,FALSE,0
"3120081",24892758,"IDV","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Facilities and Construction","Any International","Services","[30m+]","75m+","[~2 months,~7 months)","Multi","5+","Not Software Eng.","Not UCA","[  -Inf,-0.001)","   2","SINGLE AWARD",6,"Unterminated",272513736,2,-0.9987934,0.1552198,200,2009-03-15,328813.4,1,2009,2009-10-01,FALSE,FALSE,0
"4093798",24893326,"IDV","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Facilities and Construction","Any International","Services","[30m+]","75m+","(~1 year,~2 years]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",15,"Unterminated",271081300,0,0,0,383,2012-09-13,246545.5,1,2012,2013-10-01,FALSE,FALSE,0
